audit,strategy,protected_attribute,metric,mean_value,n_models_significant,n_models
healthcare_readmission,unawareness_proxy_removal,gender,equal_opportunity_diff,6.359190342473519e-05,0,3
healthcare_readmission,unawareness_proxy_removal,gender,equalized_odds_diff,6.359190342473519e-05,0,3
healthcare_readmission,unawareness_proxy_removal,gender,predictive_parity_diff,-0.14166666666666666,0,3
healthcare_readmission,unawareness_proxy_removal,gender_x_age,intersectional_demographic_parity_diff,-0.000493559472125773,0,3
healthcare_readmission,unawareness_proxy_removal,gender_x_race,intersectional_demographic_parity_diff,-0.0005002956292354572,0,3
healthcare_readmission,unawareness_proxy_removal,race,accuracy_equality_diff,0.012495414321419021,3,3
healthcare_readmission,unawareness_proxy_removal,race,demographic_parity_diff,-0.0005860138038807137,0,3
healthcare_readmission,unawareness_proxy_removal,race,disparate_impact_ratio,0.0017623231889159895,0,3
healthcare_readmission,unawareness_proxy_removal,race,equal_opportunity_diff,-0.0013205055649877383,0,3
healthcare_readmission,unawareness_proxy_removal,race,equalized_odds_diff,-0.0013205055649877383,0,3
healthcare_readmission,unawareness_proxy_removal,race,predictive_parity_diff,,0,3
healthcare_readmission,unawareness_proxy_removal,race_x_age,intersectional_demographic_parity_diff,-0.001034527350316824,0,3
insurance_denial,baseline,age,accuracy_equality_diff,0.046115082620414936,0,3
insurance_denial,baseline,age,demographic_parity_diff,-0.07476854564631431,0,3
insurance_denial,baseline,age,disparate_impact_ratio,0.8133908964314657,0,3
insurance_denial,baseline,age,equal_opportunity_diff,-0.004239015244150972,0,3
insurance_denial,baseline,age,equalized_odds_diff,-0.03504598272495609,0,3
insurance_denial,baseline,age,predictive_parity_diff,0.006044056318997404,0,3
insurance_denial,baseline,age_x_gender,intersectional_demographic_parity_diff,-0.0767676767676768,0,3
insurance_denial,baseline,gender,accuracy_equality_diff,-0.02322971608124787,0,3
insurance_denial,baseline,gender,demographic_parity_diff,0.01728201099764339,0,3
insurance_denial,baseline,gender,disparate_impact_ratio,1.0501418747472593,0,3
insurance_denial,baseline,gender,equal_opportunity_diff,-0.0011883541295305926,0,3
insurance_denial,baseline,gender,equalized_odds_diff,0.056108597285067875,1,3
insurance_denial,baseline,gender,predictive_parity_diff,-0.07335723250929764,1,3
insurance_denial,in_processing,age,accuracy_equality_diff,-0.0075198249931638,0,3
insurance_denial,in_processing,age,demographic_parity_diff,-0.05136919410914489,0,3
insurance_denial,in_processing,age,disparate_impact_ratio,0.8738538217817079,0,3
insurance_denial,in_processing,age,equal_opportunity_diff,-0.052580092932257315,0,3
insurance_denial,in_processing,age,equalized_odds_diff,-0.05193189508694942,0,3
insurance_denial,in_processing,age,predictive_parity_diff,-0.08662921690415297,0,3
insurance_denial,in_processing,age_x_gender,intersectional_demographic_parity_diff,-0.09595959595959595,0,3
insurance_denial,in_processing,gender,accuracy_equality_diff,0.025100063591815342,0,3
insurance_denial,in_processing,gender,demographic_parity_diff,0.004526240975573285,0,3
insurance_denial,in_processing,gender,disparate_impact_ratio,1.0196537300521076,0,3
insurance_denial,in_processing,gender,equal_opportunity_diff,0.03119429590017823,0,3
insurance_denial,in_processing,gender,equalized_odds_diff,0.0064696741167329375,0,3
insurance_denial,in_processing,gender,predictive_parity_diff,-2.2744801615718718e-05,0,3
insurance_denial,post_processing,age,accuracy_equality_diff,-0.031973905230673116,0,3
insurance_denial,post_processing,age,demographic_parity_diff,-0.13367709676159226,1,3
insurance_denial,post_processing,age,disparate_impact_ratio,0.6254141759126903,1,3
insurance_denial,post_processing,age,equal_opportunity_diff,-0.17045732452922477,1,3
insurance_denial,post_processing,age,equalized_odds_diff,-0.17045732452922477,1,3
insurance_denial,post_processing,age,predictive_parity_diff,-0.03754041667396313,0,3
insurance_denial,post_processing,age_x_gender,intersectional_demographic_parity_diff,-0.12676767676767675,0,3
insurance_denial,post_processing,gender,accuracy_equality_diff,0.03224479108218311,0,3
insurance_denial,post_processing,gender,demographic_parity_diff,0.05753188942505518,0,3
insurance_denial,post_processing,gender,disparate_impact_ratio,1.2410766705941976,0,3
insurance_denial,post_processing,gender,equal_opportunity_diff,0.09001782531194293,0,3
insurance_denial,post_processing,gender,equalized_odds_diff,0.09001782531194293,0,3
insurance_denial,post_processing,gender,predictive_parity_diff,-0.04805050233902549,0,3
insurance_denial,unawareness,age,accuracy_equality_diff,0.016973319270284042,0,3
insurance_denial,unawareness,age,demographic_parity_diff,-0.04761904761904764,0,3
insurance_denial,unawareness,age,disparate_impact_ratio,0.8803656986352397,0,3
insurance_denial,unawareness,age,equal_opportunity_diff,-0.004809651911632813,0,3
insurance_denial,unawareness,age,equalized_odds_diff,0.001025510382984554,0,3
insurance_denial,unawareness,age,predictive_parity_diff,-0.0639446977682272,1,3
insurance_denial,unawareness,age_x_gender,intersectional_demographic_parity_diff,-0.12929292929292932,0,3
insurance_denial,unawareness,gender,accuracy_equality_diff,-0.01827329517824409,0,3
insurance_denial,unawareness,gender,demographic_parity_diff,-0.04266262671604382,0,3
insurance_denial,unawareness,gender,disparate_impact_ratio,0.889946856882128,0,3
insurance_denial,unawareness,gender,equal_opportunity_diff,-0.055704099821746844,0,3
insurance_denial,unawareness,gender,equalized_odds_diff,-0.050843274372686126,0,3
insurance_denial,unawareness,gender,predictive_parity_diff,-0.003987400526917632,0,3
insurance_denial,unawareness_proxy_removal,age,accuracy_equality_diff,-0.02691511387163566,0,3
insurance_denial,unawareness_proxy_removal,age,demographic_parity_diff,-0.08381186765108012,0,3
insurance_denial,unawareness_proxy_removal,age,disparate_impact_ratio,0.7966880042171134,0,3
insurance_denial,unawareness_proxy_removal,age,equal_opportunity_diff,-0.1018178853835494,0,3
insurance_denial,unawareness_proxy_removal,age,equalized_odds_diff,-0.1018178853835494,0,3
insurance_denial,unawareness_proxy_removal,age,predictive_parity_diff,-0.10266553430160197,0,3
insurance_denial,unawareness_proxy_removal,age_x_gender,intersectional_demographic_parity_diff,-0.1484848484848485,0,3
insurance_denial,unawareness_proxy_removal,gender,accuracy_equality_diff,0.042325964164141694,0,3
insurance_denial,unawareness_proxy_removal,gender,demographic_parity_diff,-0.0028990386413795624,0,3
insurance_denial,unawareness_proxy_removal,gender,disparate_impact_ratio,1.008197442037005,0,3
insurance_denial,unawareness_proxy_removal,gender,equal_opportunity_diff,0.04188948306595367,0,3
insurance_denial,unawareness_proxy_removal,gender,equalized_odds_diff,-0.013225010283833808,0,3
insurance_denial,unawareness_proxy_removal,gender,predictive_parity_diff,0.01990279041392558,0,3
tenant_screening,baseline,race,accuracy_equality_diff,-0.0089891389640581,0,3
tenant_screening,baseline,race,demographic_parity_diff,0.06410274430812128,3,3
tenant_screening,baseline,race,disparate_impact_ratio,1.1057842831392848,3,3
tenant_screening,baseline,race,equal_opportunity_diff,0.04269057250368543,3,3
tenant_screening,baseline,race,equalized_odds_diff,0.08472131467414486,3,3
tenant_screening,baseline,race,predictive_parity_diff,-0.020088716911252098,0,3
tenant_screening,in_processing,race,accuracy_equality_diff,-0.0008672470789932903,0,3
tenant_screening,in_processing,race,demographic_parity_diff,0.031248548561762218,1,3
tenant_screening,in_processing,race,disparate_impact_ratio,1.0501790574806285,1,3
tenant_screening,in_processing,race,equal_opportunity_diff,0.021504208525658413,1,3
tenant_screening,in_processing,race,equalized_odds_diff,0.040434831542281134,1,3
tenant_screening,in_processing,race,predictive_parity_diff,-0.0005504000211843755,0,3
tenant_screening,post_processing,race,accuracy_equality_diff,-0.01380969638152881,0,3
tenant_screening,post_processing,race,demographic_parity_diff,-0.00523164546853853,0,3
tenant_screening,post_processing,race,disparate_impact_ratio,0.9923066460637863,0,3
tenant_screening,post_processing,race,equal_opportunity_diff,-0.022157692006792518,0,3
tenant_screening,post_processing,race,equalized_odds_diff,0.004530586559629087,0,3
tenant_screening,post_processing,race,predictive_parity_diff,-0.001116080426832311,0,3
tenant_screening,unawareness,race,accuracy_equality_diff,-0.011629890786657104,0,3
tenant_screening,unawareness,race,demographic_parity_diff,0.09091355865358682,3,3
tenant_screening,unawareness,race,disparate_impact_ratio,1.1536870281284106,3,3
tenant_screening,unawareness,race,equal_opportunity_diff,0.06361738388779718,3,3
tenant_screening,unawareness,race,equalized_odds_diff,0.1193374672148257,3,3
tenant_screening,unawareness,race,predictive_parity_diff,-0.03149904740596998,2,3
tenant_screening,unawareness_proxy_removal,race,accuracy_equality_diff,-0.00291438612616531,0,3
tenant_screening,unawareness_proxy_removal,race,demographic_parity_diff,0.08269154299394328,3,3
tenant_screening,unawareness_proxy_removal,race,disparate_impact_ratio,1.135740607472134,3,3
tenant_screening,unawareness_proxy_removal,race,equal_opportunity_diff,0.0645784341247233,3,3
tenant_screening,unawareness_proxy_removal,race,equalized_odds_diff,0.10214017739245358,3,3
tenant_screening,unawareness_proxy_removal,race,predictive_parity_diff,-0.015844124341062193,0,3
